study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,33,,Deltaic mangrove,mangrove,2015,-7.790904,39.374205,0.45,1.1,1.54,0.12,,0.87,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,33,,Deltaic mangrove,mangrove,2015,-7.790904,39.374205,1.1,1.85,1.67,0.11,,0.9,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,33,,Deltaic mangrove,mangrove,2015,-7.790904,39.374205,1.85,2,1.46,0.09,,0.9,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,34,,Deltaic mangrove,mangrove,2015,-7.820636,39.268396,0,0.15,2.76,0.16,,0.81,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,34,,Deltaic mangrove,mangrove,2015,-7.820636,39.268396,0.15,0.3,2.77,0.12,,1.03,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,34,,Deltaic mangrove,mangrove,2015,-7.820636,39.268396,0.3,0.45,,0.13,,0.86,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,34,,Deltaic mangrove,mangrove,2015,-7.820636,39.268396,0.45,1.1,3,0.11,,0.94,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,34,,Deltaic mangrove,mangrove,2015,-7.820636,39.268396,1.1,1.85,2.39,0.08,,1,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,34,,Deltaic mangrove,mangrove,2015,-7.820636,39.268396,1.85,2,1.88,0.07,,0.94,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,35,,Deltaic mangrove,mangrove,2015,-7.805975,39.350342,0,0.15,3.05,0.18,,0.5,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,35,,Deltaic mangrove,mangrove,2015,-7.805975,39.350342,0.15,0.3,3.55,0.21,,0.67,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,35,,Deltaic mangrove,mangrove,2015,-7.805975,39.350342,0.3,0.45,4.01,0.2,,0.63,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,35,,Deltaic mangrove,mangrove,2015,-7.805975,39.350342,0.45,1.1,3.06,0.16,,0.73,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,35,,Deltaic mangrove,mangrove,2015,-7.805975,39.350342,1.1,1.85,1.98,0.13,,0.85,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,35,,Deltaic mangrove,mangrove,2015,-7.805975,39.350342,1.85,2,1.8,0.11,,0.67,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,36,,Deltaic mangrove,mangrove,2015,-7.811343,39.308245,0,0.15,3.02,0.2,,0.65,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,36,,Deltaic mangrove,mangrove,2015,-7.811343,39.308245,0.15,0.3,2.52,0.17,,0.77,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,36,,Deltaic mangrove,mangrove,2015,-7.811343,39.308245,0.3,0.45,2.33,0.15,,0.71,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,36,,Deltaic mangrove,mangrove,2015,-7.811343,39.308245,0.45,1.1,4.3,0.14,,0.74,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,36,,Deltaic mangrove,mangrove,2015,-7.811343,39.308245,1.1,1.85,2.34,0.09,,0.92,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,36,,Deltaic mangrove,mangrove,2015,-7.811343,39.308245,1.85,2,1.46,0.07,,0.96,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,37,,Deltaic mangrove,mangrove,2015,-7.818324,39.296719,0,0.15,2.06,0.16,,0.73,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,37,,Deltaic mangrove,mangrove,2015,-7.818324,39.296719,0.15,0.3,1.74,0.14,,0.73,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,37,,Deltaic mangrove,mangrove,2015,-7.818324,39.296719,0.3,0.45,1.87,0.14,,0.73,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,37,,Deltaic mangrove,mangrove,2015,-7.818324,39.296719,0.45,1.1,1.57,0.13,,0.68,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,37,,Deltaic mangrove,mangrove,2015,-7.818324,39.296719,1.1,1.85,1.65,0.12,,0.83,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,37,,Deltaic mangrove,mangrove,2015,-7.818324,39.296719,1.85,2,2.42,0.12,,0.82,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,38,,Deltaic mangrove,mangrove,2015,-7.822442,39.337592,0,0.15,2.85,0.17,,0.66,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,38,,Deltaic mangrove,mangrove,2015,-7.822442,39.337592,0.15,0.3,3.43,0.18,,0.69,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,38,,Deltaic mangrove,mangrove,2015,-7.822442,39.337592,0.3,0.45,2.93,0.15,,0.79,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,38,,Deltaic mangrove,mangrove,2015,-7.822442,39.337592,0.45,1.1,3.57,0.11,,0.77,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,38,,Deltaic mangrove,mangrove,2015,-7.822442,39.337592,1.1,1.85,2.02,0.09,,0.97,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,38,,Deltaic mangrove,mangrove,2015,-7.822442,39.337592,1.85,2,1.37,0.08,,0.94,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,39,,Deltaic mangrove,mangrove,2015,-7.826875,39.297231,0,0.15,2.23,0.18,,0.7,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,39,,Deltaic mangrove,mangrove,2015,-7.826875,39.297231,0.15,0.3,1.98,0.15,,0.69,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,39,,Deltaic mangrove,mangrove,2015,-7.826875,39.297231,0.3,0.45,1.76,0.13,,0.75,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,39,,Deltaic mangrove,mangrove,2015,-7.826875,39.297231,0.45,1.1,3.3,0.15,,0.76,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,39,,Deltaic mangrove,mangrove,2015,-7.826875,39.297231,1.1,1.85,2.28,0.1,,0.98,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,39,,Deltaic mangrove,mangrove,2015,-7.826875,39.297231,1.85,2,1.42,0.08,,0.99,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,40,,Deltaic mangrove,mangrove,2015,-7.846511,39.338839,0,0.15,3.33,0.2,,0.66,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,40,,Deltaic mangrove,mangrove,2015,-7.846511,39.338839,0.15,0.3,2.91,0.19,,0.74,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,40,,Deltaic mangrove,mangrove,2015,-7.846511,39.338839,0.3,0.45,3.17,0.18,,0.65,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,40,,Deltaic mangrove,mangrove,2015,-7.846511,39.338839,0.45,1.1,2.91,0.14,,0.66,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,40,,Deltaic mangrove,mangrove,2015,-7.846511,39.338839,1.1,1.85,2.4,0.11,,0.8,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,40,,Deltaic mangrove,mangrove,2015,-7.846511,39.338839,1.85,2,2.14,0.08,,0.95,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,41,,Deltaic mangrove,mangrove,2015,-7.857204,39.237177,0,0.15,1.81,0.12,,0.95,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,41,,Deltaic mangrove,mangrove,2015,-7.857204,39.237177,0.15,0.3,1.38,0.09,,0.9,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,41,,Deltaic mangrove,mangrove,2015,-7.857204,39.237177,0.3,0.45,1.69,0.1,,0.77,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,41,,Deltaic mangrove,mangrove,2015,-7.857204,39.237177,0.45,1.1,1.82,0.1,,0.88,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,41,,Deltaic mangrove,mangrove,2015,-7.857204,39.237177,1.1,1.85,2.01,0.12,,0.89,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,41,,Deltaic mangrove,mangrove,2015,-7.857204,39.237177,1.85,2,1.76,0.1,,0.87,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,42,,Deltaic mangrove,mangrove,2015,-7.795329,39.295608,0,0.15,1.8,0.14,,0.63,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,42,,Deltaic mangrove,mangrove,2015,-7.795329,39.295608,0.15,0.3,1.86,0.12,,0.69,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,42,,Deltaic mangrove,mangrove,2015,-7.795329,39.295608,0.3,0.45,1.92,0.11,,0.71,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,42,,Deltaic mangrove,mangrove,2015,-7.795329,39.295608,0.45,1.1,1.56,0.09,,0.72,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,42,,Deltaic mangrove,mangrove,2015,-7.795329,39.295608,1.1,1.85,1.74,0.11,,0.83,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,42,,Deltaic mangrove,mangrove,2015,-7.795329,39.295608,1.85,2,1.73,0.1,,0.79,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,43,,Deltaic mangrove,mangrove,2015,-7.819879,39.302273,0,0.15,2.45,0.16,,0.5,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,43,,Deltaic mangrove,mangrove,2015,-7.819879,39.302273,0.15,0.3,2.18,0.16,,0.55,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,43,,Deltaic mangrove,mangrove,2015,-7.819879,39.302273,0.3,0.45,2.19,0.12,,0.6,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,43,,Deltaic mangrove,mangrove,2015,-7.819879,39.302273,0.45,1.1,2.24,0.12,,0.67,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,43,,Deltaic mangrove,mangrove,2015,-7.819879,39.302273,1.1,1.85,2.56,0.13,,0.66,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,43,,Deltaic mangrove,mangrove,2015,-7.819879,39.302273,1.85,2,2.97,0.14,,0.55,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,44,,Deltaic mangrove,mangrove,2015,-7.82622,39.302886,0,0.15,1.81,0.13,,0.86,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,44,,Deltaic mangrove,mangrove,2015,-7.82622,39.302886,0.15,0.3,1.49,0.11,,0.97,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,44,,Deltaic mangrove,mangrove,2015,-7.82622,39.302886,0.3,0.45,1.53,0.11,,0.91,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,44,,Deltaic mangrove,mangrove,2015,-7.82622,39.302886,0.45,1.1,1.47,0.1,,0.95,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,44,,Deltaic mangrove,mangrove,2015,-7.82622,39.302886,1.1,1.85,1.44,0.1,,0.94,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,44,,Deltaic mangrove,mangrove,2015,-7.82622,39.302886,1.85,2,1.7,0.1,,0.82,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,45,,Deltaic mangrove,mangrove,2015,-7.825887,39.248947,0,0.15,2.68,0.17,,0.63,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,45,,Deltaic mangrove,mangrove,2015,-7.825887,39.248947,0.15,0.3,2.24,0.13,,0.65,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,45,,Deltaic mangrove,mangrove,2015,-7.825887,39.248947,0.3,0.45,2.64,0.13,,0.7,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,45,,Deltaic mangrove,mangrove,2015,-7.825887,39.248947,0.45,1.1,3.59,0.14,,0.73,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,45,,Deltaic mangrove,mangrove,2015,-7.825887,39.248947,1.1,1.85,1.65,0.07,,1.14,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,45,,Deltaic mangrove,mangrove,2015,-7.825887,39.248947,1.85,2,1.44,0.05,,1.06,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,46,,Deltaic mangrove,mangrove,2015,-7.851313,39.238495,0,0.15,3.22,0.2,,0.76,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,46,,Deltaic mangrove,mangrove,2015,-7.851313,39.238495,0.15,0.3,1.78,0.11,,0.77,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,46,,Deltaic mangrove,mangrove,2015,-7.851313,39.238495,0.3,0.45,3.01,0.15,,0.74,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,46,,Deltaic mangrove,mangrove,2015,-7.851313,39.238495,0.45,1.1,3.08,0.08,,1.04,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,46,,Deltaic mangrove,mangrove,2015,-7.851313,39.238495,1.1,1.85,1.16,0.04,,1.73,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,46,,Deltaic mangrove,mangrove,2015,-7.851313,39.238495,1.85,2,0.87,0.04,,1.8,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,47,,Deltaic mangrove,mangrove,2015,-7.851581,39.298895,0,0.15,1.69,0.13,,0.89,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,47,,Deltaic mangrove,mangrove,2015,-7.851581,39.298895,0.15,0.3,1.45,0.09,,1,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,47,,Deltaic mangrove,mangrove,2015,-7.851581,39.298895,0.3,0.45,1.94,0.11,,0.87,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,47,,Deltaic mangrove,mangrove,2015,-7.851581,39.298895,0.45,1.1,2.13,0.13,,0.79,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,47,,Deltaic mangrove,mangrove,2015,-7.851581,39.298895,1.1,1.85,1.85,0.1,,0.98,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,47,,Deltaic mangrove,mangrove,2015,-7.851581,39.298895,1.85,2,1.79,0.09,,0.94,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,48,,Deltaic mangrove,mangrove,2015,-7.798652,39.282973,0,0.15,1.86,0.14,,0.72,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,48,,Deltaic mangrove,mangrove,2015,-7.798652,39.282973,0.15,0.3,1.85,0.13,,0.76,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,48,,Deltaic mangrove,mangrove,2015,-7.798652,39.282973,0.3,0.45,1.94,0.13,,0.66,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,48,,Deltaic mangrove,mangrove,2015,-7.798652,39.282973,0.45,1.1,1.73,0.11,,0.69,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,48,,Deltaic mangrove,mangrove,2015,-7.798652,39.282973,1.1,1.85,1.7,0.1,,0.87,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,48,,Deltaic mangrove,mangrove,2015,-7.798652,39.282973,1.85,2,1.44,0.08,,0.88,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,49,,Deltaic mangrove,mangrove,2015,-7.839953,39.287271,0,0.15,2.42,0.15,,0.98,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,49,,Deltaic mangrove,mangrove,2015,-7.839953,39.287271,0.15,0.3,1.93,0.12,,0.98,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,49,,Deltaic mangrove,mangrove,2015,-7.839953,39.287271,0.3,0.45,2.65,0.13,,0.9,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,49,,Deltaic mangrove,mangrove,2015,-7.839953,39.287271,0.45,1.1,4.3,0.11,,1.07,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,49,,Deltaic mangrove,mangrove,2015,-7.839953,39.287271,1.1,1.85,1.81,0.08,,1.24,
Trettin et al. 2020,https://doi.org/10.17528/CIFOR/DATA.00221,Ruffiji,49,,Deltaic mangrove,mangrove,2015,-7.839953,39.287271,1.85,2,0.96,0.05,,1.44,